,frame,xcoord,ycoord,brand,conf
76,2450,288,74,Nike,0.996735155582428
77,2470,411,77,Nike,0.9999396800994873
78,2480,440,80,NB,0.9833336472511292
79,2790,304,113,Asics,0.9840854406356812
80,2810,81,102,Nike,0.9223031997680664
81,2850,139,64,NB,0.9189416766166687
82,2860,211,71,Asics,0.9911373853683472
83,2860,211,71,Asics,0.915458619594574
84,2870,354,74,Asics,0.9977351427078247
85,2870,354,74,Asics,0.9934334754943848
86,2870,354,74,Adidas,0.9669445753097534
87,2940,183,78,Nike,0.9122809171676636
88,3080,47,97,Adidas,0.8749250173568726
89,3810,250,91,Adidas,0.9388904571533203
90,3810,250,91,Asics,0.921927809715271
91,3830,165,81,Asics,0.986876368522644
92,4040,142,68,NB,0.976503849029541
93,4050,65,65,Adidas,0.9967742562294006
94,4050,65,65,Adidas,0.9800055027008057
95,4050,65,65,Asics,0.9238683581352234
96,4050,65,65,Adidas,0.8201133012771606
97,4130,461,104,Adidas,0.9999707937240601
98,4130,461,104,Adidas,0.9512964487075806
99,4140,401,112,Adidas,0.9999997615814209
100,4160,256,114,Adidas,0.9999598264694214
101,4160,256,114,Adidas,0.9962904453277588
102,4170,156,109,Adidas,0.8656564354896545
103,4180,466,76,Nike,0.9999494552612305
104,4190,345,73,Nike,0.9514622092247009
105,4190,44,75,Asics,0.9017729759216309
106,4200,212,69,Nike,0.9908987879753113
107,4720,380,112,Asics,0.9650679230690002
108,4720,380,112,NB,0.8044490218162537
109,4760,189,85,Nike,0.958590030670166
110,4770,62,82,NB,0.950219988822937
111,5280,212,108,Asics,0.9727779030799866
112,5280,212,108,Nike,0.8173506855964661
113,5430,43,61,Nike,0.9815393686294556
114,5450,299,61,Nike,0.9999347925186157
115,5500,116,64,Adidas,0.9671322107315063
116,5500,116,64,Adidas,0.951458215713501
117,5510,190,67,Adidas,0.8591628670692444
118,5530,378,72,Nike,0.962289571762085
119,5530,378,72,Adidas,0.9334899187088013
120,5650,212,72,Adidas,0.826094388961792
121,5660,274,75,Adidas,0.8107136487960815
122,5960,263,89,Nike,0.9999295473098755
123,5970,52,79,Nike,0.9946137070655823
124,6660,440,92,Asics,0.9834697842597961
125,6680,213,85,Asics,0.904299259185791
126,6680,213,85,Asics,0.8279968500137329
127,6690,129,80,Asics,0.8991643190383911
128,7020,411,115,Nike,0.8596173524856567
129,7020,411,115,Nike,0.8351746797561646
130,7320,181,64,Adidas,0.8753927946090698
131,7350,78,51,Nike,0.842502236366272
132,7410,129,82,Asics,0.9528217315673828
133,8020,464,90,Nike,0.9980724453926086
134,8030,245,80,Nike,0.9976768493652344
135,8040,66,75,Nike,0.8400049209594727
136,8170,194,107,Adidas,0.9869586229324341
137,8170,194,107,Asics,0.8424303531646729
138,8180,280,68,Adidas,0.9979289174079895
139,8180,280,68,Asics,0.8350892663002014
140,8190,415,72,NB,0.9414694905281067
141,8190,415,72,Nike,0.8434653282165527
142,8350,247,91,Adidas,0.999104380607605
143,8360,86,82,Adidas,0.9336800575256348
144,8380,146,70,Nike,0.9998763203620911
145,8380,146,70,Asics,0.9953872561454773
146,8380,146,70,Asics,0.8976422548294067
147,8380,146,70,Asics,0.8285180330276489
148,8390,44,67,Nike,0.9788110256195068
149,8410,427,71,Nike,0.9507893323898315
150,8420,307,56,Nike,0.9832568764686584
151,8450,36,52,Asics,0.862785279750824
152,8490,200,99,Asics,0.8272966146469116
153,8500,130,93,NB,0.9211045503616333
154,8510,92,89,NB,0.9911582469940186
155,8510,92,89,NB,0.9754364490509033
156,8510,92,89,Asics,0.805174708366394
157,8600,327,118,Nike,0.9989992380142212
158,8610,285,109,Asics,0.9127976894378662
159,8630,117,98,NB,0.8431559801101685
160,8800,125,52,Nike,0.9930009841918945
161,8800,125,52,Asics,0.956960141658783
162,8800,125,52,Adidas,0.8895150423049927
163,8830,388,71,Asics,0.925861120223999
164,9240,344,69,Nike,0.9774655103683472
165,9500,228,106,Adidas,0.9998957514762878
166,9520,67,97,Asics,0.853328287601471
167,9520,67,97,Adidas,0.8175035715103149
168,9580,411,82,Asics,0.847403883934021
169,9590,228,78,Nike,0.9212805032730103
170,9600,102,73,Asics,0.9728953838348389
171,9610,20,70,Asics,0.9442053437232971
172,10070,300,85,Adidas,0.8537812232971191
173,10110,59,74,NB,0.9685183763504028
174,10270,294,97,Adidas,0.9998722672462463
175,10270,294,97,NB,0.9874061346054077
176,10280,75,89,NB,0.978100061416626
177,10690,425,76,Adidas,0.8092654943466187
178,10710,244,73,Adidas,0.9894522428512573
179,10720,159,72,Adidas,0.8810269236564636
180,10720,159,72,Adidas,0.8746877312660217
181,11010,345,144,Asics,0.92527174949646
182,11020,346,116,NB,0.8270635604858398
183,11140,84,97,NB,0.8313232064247131
184,11170,138,80,NB,0.8814411163330078
185,11260,460,81,Asics,0.9634480476379395
186,11630,49,62,Nike,0.9955892562866211
187,11640,67,63,Nike,0.9994823932647705
188,11640,67,63,Adidas,0.8790550827980042
189,11640,67,63,NB,0.8482812643051147
190,11650,130,64,Nike,0.9988083839416504
191,11660,185,66,Nike,0.9977471828460693
192,11670,230,67,Nike,0.9967679977416992
193,11670,230,67,Adidas,0.9595590829849243
194,11670,230,67,Asics,0.9504073858261108
195,11680,301,68,Nike,0.9922381639480591
196,11680,301,68,Nike,0.9851034283638
197,11690,365,70,Nike,0.908387303352356
198,11700,405,71,Adidas,0.9540965557098389
199,11700,405,71,Nike,0.9496632814407349
200,11710,452,73,Nike,0.9973818063735962
201,12020,238,63,Adidas,0.9894968271255493
202,12190,341,98,Nike,0.9599496126174927
203,12200,317,99,Nike,0.9998799562454224
204,12200,317,99,Nike,0.9254807233810425
205,12200,317,99,Asics,0.8678537607192993
206,12210,287,92,Nike,0.9855371713638306
207,12210,287,92,Nike,0.8069945573806763
208,12220,252,92,NB,0.9912406206130981
209,12220,252,92,Adidas,0.9769015312194824
210,12220,252,92,Nike,0.9075483083724976
211,12220,252,92,Nike,0.8480038642883301
212,12230,211,92,Adidas,0.9992347359657288
213,12230,211,92,Nike,0.8165059089660645
214,12250,245,92,NB,0.8501479625701904
215,12290,275,117,Asics,0.8836013078689575
216,12290,275,117,Nike,0.8226743340492249
217,12300,231,108,Adidas,0.9459750056266785
218,12300,231,108,Adidas,0.9313035011291504
219,12320,16,117,Asics,0.8153190612792969
220,12320,236,92,Asics,0.843753457069397
221,12330,242,92,Adidas,0.9276083111763
222,12400,238,92,Nike,0.9814295768737793
223,12560,217,91,Nike,0.8039727210998535
224,12590,217,92,Nike,0.817885160446167
225,12740,193,91,Nike,0.9679887294769287
226,12820,203,91,Nike,0.930564284324646
227,12830,189,91,Nike,0.8013370633125305
228,12840,189,91,Nike,0.9979411363601685
229,12850,188,91,Nike,0.9057033658027649
230,12860,186,91,Nike,0.9555953145027161
231,12870,191,91,Nike,0.9316368103027344
232,12880,166,90,Nike,0.9999264478683472
233,12880,166,90,NB,0.8163618445396423
234,12890,129,88,Nike,0.9849883317947388
235,12900,107,87,Nike,0.9956265687942505
236,12910,104,86,Nike,0.9166315793991089
237,12920,76,81,Nike,0.9383267164230347
238,12930,74,78,Nike,0.9991921782493591
239,12940,68,77,Nike,0.9984198808670044
240,13030,57,63,Nike,0.999751091003418
241,13030,57,63,NB,0.9751564860343933
242,13080,292,69,Nike,0.9966739416122437
243,13090,364,70,Nike,0.9974163770675659
244,13090,364,70,NB,0.9701406955718994
245,13100,417,72,Nike,0.9997636079788208
246,13210,263,82,Nike,0.9384923577308655
247,14320,394,135,Nike,0.8949501514434814
248,14340,220,107,Nike,0.9828594923019409
249,14360,51,90,Nike,0.9640209674835205
250,14730,232,75,Adidas,0.9985687732696533
251,14730,144,73,Adidas,0.9300789833068848
252,14780,355,72,Nike,0.9953542947769165
253,15110,321,95,Nike,0.9350003600120544
254,15120,427,105,Adidas,0.9491729140281677
255,15120,427,105,NB,0.813586413860321
256,15130,271,104,Adidas,0.999994158744812
257,15130,271,104,Adidas,0.9935297966003418
258,15130,271,104,NB,0.9404560327529907
259,15140,235,79,Nike,0.8631036281585693
260,15160,94,73,Adidas,0.9986129999160767
261,15200,293,74,Adidas,0.8688105344772339
262,15220,29,66,Nike,0.9975395202636719
263,15220,29,66,Nike,0.9081977009773254
264,15420,482,234,Asics,0.9331883192062378
265,15540,324,109,NB,0.9531327486038208
266,15550,115,97,NB,0.9800571203231812
267,15630,210,66,Asics,0.9927398562431335
268,15640,260,69,Adidas,0.9775823354721069
269,15650,52,66,Asics,0.9733152389526367
270,15660,376,104,Adidas,0.8783585429191589
271,15670,429,104,Asics,0.9835410118103027
272,15670,429,104,Asics,0.887225866317749
273,15670,104,72,Asics,0.9291335344314575
274,15670,104,72,NB,0.8536407947540283
275,15680,159,75,Adidas,0.9959415197372437
276,15680,159,75,Adidas,0.8368211984634399
277,15710,366,104,Adidas,0.9284981489181519
278,15710,61,100,NB,0.9817930459976196
279,15710,61,100,Adidas,0.8799185752868652
280,15720,389,105,Nike,0.8025031089782715
281,16340,404,111,Nike,0.8986741900444031
282,16380,336,104,Nike,0.9162136316299438
283,16380,336,104,Asics,0.8757904171943665
284,16390,134,78,Asics,0.9942331910133362
285,16400,115,74,Adidas,0.9588500261306763
286,16420,279,105,Adidas,0.9677150249481201
287,16430,350,110,Nike,0.9998194575309753
288,16430,350,110,Adidas,0.9290934801101685
289,16450,286,105,Adidas,0.988795280456543
290,16750,91,87,Adidas,0.9984067678451538
291,16760,88,68,Adidas,0.9982542395591736
292,16760,88,68,Adidas,0.9440096020698547
293,16770,95,69,Adidas,0.9989013671875
294,16770,95,69,Adidas,0.9945546984672546
295,16780,482,234,Asics,0.8646708726882935
296,16780,126,71,Adidas,0.9999968409538269
297,16780,126,71,NB,0.9255129098892212
298,16780,126,71,Adidas,0.9189261198043823
299,16790,158,75,Adidas,0.9978772401809692
300,16800,177,80,Adidas,0.9903970956802368
301,16800,177,80,NB,0.9193500876426697
302,16810,258,103,Adidas,0.9999850988388062
303,16820,358,103,Adidas,0.9992477297782898
304,16820,358,103,Adidas,0.9298710227012634
305,16830,388,103,Adidas,0.943310022354126
306,16840,463,81,Adidas,0.9999597072601318
307,16970,60,84,NB,0.941004753112793
308,17060,404,115,Nike,0.9291625022888184
309,17060,404,115,Nike,0.8133448362350464
310,17060,404,115,Nike,0.8017222881317139
311,17100,482,234,Asics,0.8490481972694397
312,17100,35,95,NB,0.895196795463562
313,17330,342,103,Nike,0.8761212825775146
314,17340,482,234,Asics,0.9544448852539062
315,17340,263,77,Nike,0.9016436338424683
316,17350,482,234,Nike,0.9525209069252014
317,17350,482,234,Asics,0.8394625186920166
318,17350,158,76,Nike,0.9894930124282837
319,17350,158,76,Nike,0.9076921939849854
320,17360,482,234,Asics,0.94688880443573
321,17360,81,73,Nike,0.996816873550415
322,17360,81,73,Nike,0.8619835376739502
323,17370,33,72,Nike,0.9954979419708252
324,17650,482,234,Asics,0.9530670046806335
325,17810,84,64,Asics,0.9345425367355347
326,17840,186,70,Asics,0.9852091073989868
327,17850,381,171,Nike,0.9673104286193848
328,17850,239,71,Asics,0.997422993183136
329,17860,310,75,Asics,0.9952280521392822
330,17860,310,75,Asics,0.9829667210578918
331,17870,368,103,Asics,0.994685173034668
332,17880,367,103,Asics,0.9565908312797546
333,17880,367,103,Nike,0.8404592275619507
334,17880,54,74,NB,0.9521344900131226
335,17890,457,79,Asics,0.9836876392364502
336,17890,104,86,Asics,0.9431735277175903
337,17900,268,103,Asics,0.9643913507461548
338,17900,268,103,Asics,0.8253150582313538
339,17910,276,95,Adidas,0.9981018304824829
340,17910,276,95,Asics,0.9849817752838135
341,18060,482,234,Asics,0.846332311630249
342,18060,21,63,NB,0.8223623037338257
343,18070,482,234,Asics,0.9378427267074585
344,18070,46,64,Nike,0.9935212135314941
345,18080,482,234,Asics,0.9601777791976929
346,18080,84,65,Nike,0.9999483227729797
347,18090,150,66,Nike,0.9999339580535889
348,18090,150,66,NB,0.9518516063690186
349,18090,150,66,NB,0.9137817621231079
350,18100,197,67,Nike,0.999152421951294
351,18110,259,69,Nike,0.970889687538147
352,18120,482,234,Asics,0.8658504486083984
353,18120,330,103,Nike,0.9867461919784546
354,18130,483,235,Asics,0.8925080299377441
355,18130,371,103,Nike,0.9245656728744507
356,18130,371,103,NB,0.8284770846366882
357,18140,483,235,Asics,0.8923228979110718
358,18140,466,74,Nike,0.998651921749115
359,18300,429,107,Asics,0.86541348695755
360,18310,380,170,Asics,0.8999698758125305
361,18310,277,82,Asics,0.917765736579895
362,18320,482,235,Asics,0.8382902145385742
363,18320,123,77,Adidas,0.8971319198608398
364,18670,388,104,Nike,0.9944478273391724
365,18670,388,104,Nike,0.9292745590209961
366,18680,364,103,Asics,0.8370664119720459
367,18680,364,103,Nike,0.8362557888031006
368,18690,357,103,NB,0.9914048910140991
369,18690,357,103,Nike,0.9891480803489685
370,18690,357,103,Nike,0.9523569345474243
371,18690,357,103,Asics,0.9353388547897339
372,18690,357,103,Asics,0.9136117696762085
373,18700,241,103,Nike,0.9404686093330383
374,18710,278,84,Asics,0.992598295211792
375,18710,137,84,Nike,0.9994221925735474
376,18710,137,84,Nike,0.984570324420929
377,18710,137,84,Asics,0.8862897157669067
378,18720,141,83,Nike,0.9985414743423462
379,18720,141,83,Adidas,0.9205889701843262
380,18730,133,78,Asics,0.9924262762069702
381,18730,41,80,Nike,0.9939152002334595
382,18730,41,80,Asics,0.9590823650360107
383,18740,482,234,Asics,0.8336931467056274
384,18740,71,76,Nike,0.9376133680343628
385,18740,71,76,Asics,0.9254387617111206
386,18750,482,234,Asics,0.9839501976966858
387,18750,46,75,Asics,0.9996508359909058
388,18980,482,234,Asics,0.8941879272460938
389,18980,303,144,Asics,0.9770599603652954
390,18990,294,76,Adidas,0.9865213632583618
391,18990,294,76,Asics,0.8553465008735657
392,19000,481,234,Asics,0.8955329656600952
393,19000,187,72,Adidas,0.958155632019043
394,19010,481,234,Nike,0.9132615923881531
395,19010,481,234,Asics,0.8927699327468872
396,19020,43,68,Nike,0.9896817207336426
397,19020,43,68,Nike,0.9326940178871155
398,19400,482,234,Asics,0.8889280557632446
399,19400,482,234,Nike,0.8112326264381409
400,19400,457,73,Asics,0.9935598373413086
401,19400,457,73,Asics,0.9183657765388489
402,19410,267,69,Adidas,0.8244303464889526
403,19420,481,234,Asics,0.8548370599746704
404,19420,143,66,Asics,0.9723103046417236
405,19710,372,103,Nike,0.9997401237487793
406,19710,372,103,Asics,0.9647912979125977
407,19710,372,103,NB,0.9127994775772095
408,19710,372,103,Asics,0.877108633518219
409,19710,372,103,Asics,0.8479340076446533
410,19710,243,91,Asics,0.9882907271385193
411,19720,482,234,Nike,0.9428001642227173
412,19730,482,234,Asics,0.8218696117401123
413,19730,51,73,Nike,0.9959101676940918
414,20030,482,234,Asics,0.9663492441177368
415,20040,482,234,Asics,0.8206729888916016
416,20040,143,79,NB,0.9661502838134766
417,20040,143,79,Nike,0.9296747446060181
418,20090,342,103,NB,0.9066253900527954
419,20100,80,81,Asics,0.9256944060325623
420,20500,482,234,Asics,0.8919851779937744
421,20510,117,76,Asics,0.8076182007789612
422,20580,201,115,NB,0.9999644756317139
423,20590,110,106,Asics,0.9753893613815308
424,20590,110,106,Asics,0.941594660282135
425,20890,481,234,Asics,0.8920131325721741
426,20890,325,40,Nike,0.8634700179100037
427,21020,345,113,Nike,0.8527370691299438
428,21040,28,72,Nike,0.9776514768600464
429,21140,481,234,Asics,0.8691684603691101
430,21140,68,52,Asics,0.8132729530334473
431,21150,114,61,Adidas,0.9450514316558838
432,21150,114,61,Asics,0.8766511678695679
433,21160,481,235,Asics,0.9349538683891296
434,21160,181,62,Asics,0.8640937805175781
435,21170,481,235,Asics,0.884972095489502
436,21170,247,62,Adidas,0.999186098575592
437,21180,481,235,Asics,0.800562858581543
438,21180,310,71,Adidas,0.889931321144104
439,21180,310,71,Asics,0.8611838817596436
440,21190,405,107,NB,0.9151737689971924
441,21540,482,234,Asics,0.955175518989563
442,21540,294,106,Nike,0.9501875638961792
443,21550,481,234,Asics,0.9121803045272827
444,21560,411,177,Asics,0.8434855937957764
445,21560,197,80,Nike,0.9331886768341064
446,21570,92,77,Asics,0.8726142048835754
447,21660,78,254,Asics,0.9645795822143555
448,21660,78,254,Asics,0.925958514213562
449,21660,78,254,Asics,0.9192522764205933
450,21660,250,140,Adidas,0.9093607664108276
451,21680,98,134,Asics,0.979468584060669
452,21680,98,134,Asics,0.8931984901428223
453,21680,98,134,Asics,0.8747546672821045
454,21690,166,123,Asics,0.903846263885498
455,21790,474,239,Asics,0.8970986604690552
456,21800,250,121,Asics,0.9920496940612793
457,21940,400,140,Nike,0.9927793145179749
458,21940,400,140,Asics,0.8449147343635559
459,21950,400,140,Nike,0.9921965599060059
460,21950,245,69,Nike,0.9996864795684814
461,21960,361,140,Nike,0.9681751728057861
462,21960,119,67,Nike,0.9999994039535522
463,21970,476,236,Asics,0.8372106552124023
464,21970,320,140,Nike,0.9652887582778931
465,21970,20,65,Nike,0.9801771640777588
466,21980,77,254,Asics,0.9895583391189575
467,21980,195,140,Nike,0.8076618909835815
468,21990,12,56,Adidas,0.9986260533332825
469,21990,246,140,Nike,0.9273496866226196
470,22000,190,120,NB,0.9442143440246582
471,22010,192,119,Adidas,0.9480281472206116
472,22010,192,119,NB,0.9212543964385986
473,22020,476,236,Asics,0.8001236915588379
474,22030,221,110,Nike,0.9884390830993652
475,22050,192,119,Nike,0.9913843274116516
476,22060,184,112,Nike,0.8547242879867554
477,22070,65,104,Nike,0.9852006435394287
478,22090,43,101,NB,0.9620891809463501
479,22190,474,239,Asics,0.9633795022964478
480,22200,128,67,Adidas,0.9661201238632202
481,22210,198,81,Adidas,0.8917615413665771
482,22230,335,140,Adidas,0.9556697607040405
483,22230,335,140,Adidas,0.8695975542068481
484,22320,241,167,Asics,0.8441543579101562
485,22340,101,92,Asics,0.9881218671798706
486,22390,474,239,Asics,0.8992384076118469
487,22390,474,239,Asics,0.8145962953567505
488,22690,446,182,Asics,0.990809440612793
489,22700,443,139,Asics,0.9612541198730469
490,22710,475,239,Asics,0.9756287336349487
491,22720,215,107,NB,0.9999619722366333
492,22720,215,107,Asics,0.8035053014755249
493,22730,33,98,Asics,0.8354523181915283
494,22780,98,72,Adidas,0.9768697023391724
495,22800,474,238,Asics,0.9202066659927368
496,22900,240,166,Asics,0.870275616645813
497,22900,31,71,Adidas,0.936924934387207
498,23020,474,239,Asics,0.991122841835022
499,23020,208,100,Nike,0.997870683670044
500,23280,474,239,Asics,0.8051007986068726
501,23300,77,68,Asics,0.986452579498291
502,23310,110,69,NB,0.9254846572875977
503,23320,124,72,Asics,0.9921305179595947
504,23330,180,72,Asics,0.9986070990562439
505,23340,474,239,Asics,0.8930597901344299
506,23350,474,239,Asics,0.9136617183685303
507,23350,299,106,Asics,0.9997290372848511
508,23360,369,140,Asics,0.9928826093673706
509,23370,474,239,Asics,0.841010570526123
510,23370,370,140,Nike,0.8722602128982544
511,23380,474,238,Asics,0.9044777154922485
512,23430,27,65,Asics,0.997199296951294
513,23440,474,238,Asics,0.8709495663642883
514,23450,220,73,Asics,0.9094769954681396
515,23450,117,75,NB,0.9964990615844727
516,23460,334,140,NB,0.9930152893066406
517,23470,447,94,NB,0.9999995231628418
518,23500,264,137,Nike,0.9999871253967285
519,23510,139,79,Nike,0.9580790400505066
520,23530,472,239,Asics,0.835883378982544
521,23530,66,86,Nike,0.8811776041984558
522,23560,399,140,Nike,0.9218236207962036
523,23560,399,140,Asics,0.8782268762588501
524,23560,241,109,Asics,0.9971648454666138
525,23580,237,166,Asics,0.9335299730300903
526,23580,28,95,Asics,0.9414782524108887
527,23580,28,95,Nike,0.8059200048446655
528,23590,238,166,Asics,0.9923601746559143
529,23590,238,166,Asics,0.8811039924621582
530,23590,399,140,Nike,0.9442694187164307
531,23600,285,101,Asics,0.9953266382217407
532,23600,285,101,Nike,0.9950641393661499
533,23610,162,101,Asics,0.8729157447814941
534,23660,474,239,Asics,0.8357609510421753
535,23660,358,140,Nike,0.9538272619247437
536,23670,472,239,Asics,0.9353517293930054
537,23670,124,79,Nike,0.8195727467536926
538,23680,65,76,Nike,0.9097417593002319
539,23680,65,76,Nike,0.8041940331459045
540,23700,473,239,Asics,0.8935635685920715
541,23700,235,166,Asics,0.9946960210800171
542,24010,93,72,Nike,0.9936618804931641
543,24010,93,72,Asics,0.9817680716514587
544,24010,93,72,NB,0.9563766717910767
545,24020,133,192,Adidas,0.9225115776062012
546,24020,286,140,Nike,0.8325457572937012
547,24030,42,91,Asics,0.943385899066925
548,24030,42,91,Nike,0.9323077201843262
549,24040,400,173,Asics,0.9934297800064087
550,24050,262,102,NB,0.8733449578285217
551,24060,129,79,Nike,0.8310872316360474
552,24070,84,101,Asics,0.8370336294174194
553,24320,235,167,Asics,0.9927834272384644
554,24350,123,70,Asics,0.9438759684562683
555,24350,123,70,Asics,0.9305034875869751
556,24520,428,139,Asics,0.8806551694869995
557,24520,263,102,NB,1.0
558,24530,157,101,NB,0.960480809211731
559,24530,157,101,Asics,0.9596999883651733
560,24530,157,101,Asics,0.8825490474700928
561,24790,311,140,NB,0.9694017171859741
562,25300,464,140,Nike,0.8855702877044678
563,25310,360,140,Nike,0.9895957708358765
564,25310,360,140,Nike,0.8620305061340332
565,25310,360,140,Asics,0.8319964408874512
566,25320,287,140,Nike,0.960696816444397
567,25330,250,140,Nike,0.8261818885803223
568,25350,180,100,Nike,0.9927235841751099
569,25360,231,165,Asics,0.9450228214263916
570,25360,105,93,Asics,0.9824501276016235
571,25360,105,93,Adidas,0.9550414681434631
572,25360,105,93,Asics,0.954720139503479
573,25360,105,93,Asics,0.9374600648880005
574,25380,233,165,Asics,0.9994457960128784
575,25380,357,171,Nike,0.9921106100082397
576,25400,232,165,Asics,0.9194029569625854
577,25400,169,68,Nike,0.849802553653717
578,25410,231,165,Asics,0.9971259832382202
579,25420,231,165,Asics,0.9975571036338806
580,25780,232,165,Asics,0.9609549045562744
581,25790,283,140,Nike,0.983728289604187
582,25800,232,166,Asics,0.8882582187652588
583,25800,80,88,Nike,0.9967379570007324
584,25810,232,166,Asics,0.9924591779708862
585,26250,232,166,Asics,0.9887140989303589
586,26250,454,128,Asics,0.934898853302002
587,26250,454,128,NB,0.8273817300796509
588,26270,232,165,Asics,0.9800400733947754
589,26270,72,78,Adidas,0.9871341586112976
590,26530,238,140,Asics,0.9964905977249146
591,26530,238,140,Nike,0.9685302972793579
592,26550,121,20,Asics,0.8222653865814209
593,26550,47,98,Adidas,0.91329026222229
594,26560,38,95,NB,0.8961525559425354
595,26650,367,140,NB,0.9982130527496338
596,26670,84,67,NB,0.9659497737884521
597,26880,459,139,NB,0.9051247835159302
598,26910,58,94,NB,0.9903416633605957
599,26960,358,140,NB,0.9190999269485474
600,26990,227,114,Nike,0.9975088834762573
601,26990,227,114,Asics,0.8066855669021606
602,26990,147,97,Asics,0.8007910251617432
603,27000,76,85,Asics,0.9886976480484009
604,27020,212,72,Nike,0.804440975189209
605,27030,97,70,Nike,0.9929171800613403
606,27380,232,85,Adidas,0.9413337707519531
607,27380,91,93,Adidas,0.9997144937515259
608,27800,476,235,Asics,0.812213659286499
609,27800,360,140,Nike,0.9253391027450562
610,28080,362,140,Asics,0.9126383662223816
611,28240,78,254,Asics,0.9989168643951416
612,28240,78,254,Asics,0.8836123943328857
613,28240,78,254,Asics,0.8802263736724854
614,28240,308,140,Asics,0.8869398832321167
615,28240,308,140,Adidas,0.8808391690254211
616,28250,202,121,Adidas,0.9939056038856506
617,28250,58,106,Asics,0.9863343238830566
618,28250,58,106,Asics,0.8052767515182495
619,28260,42,106,Adidas,0.9456158876419067
620,28630,392,140,Adidas,0.9986653923988342
621,28630,392,140,Adidas,0.9883747696876526
622,28640,326,140,Adidas,0.999665379524231
623,28640,326,140,Adidas,0.9418569803237915
624,28640,326,140,Adidas,0.889188289642334
625,28640,326,140,Adidas,0.8638556003570557
626,28650,215,140,Adidas,1.0
627,28650,215,140,Adidas,0.9013547897338867
628,28660,464,237,Adidas,0.9788671731948853
629,28660,125,88,Adidas,0.907238245010376
630,28660,125,88,Adidas,0.8588998317718506
631,28980,396,140,Asics,0.9927699565887451
632,28990,360,140,Asics,0.9881520867347717
633,29000,252,140,Adidas,0.9985527992248535
634,29000,252,140,Nike,0.9466217756271362
635,29010,142,103,Asics,0.9856696724891663
636,29020,90,96,Nike,0.9307432174682617
637,29020,90,96,Asics,0.90953528881073
638,29270,379,145,Asics,0.9482682943344116
639,29270,379,145,Nike,0.9226235747337341
640,29270,452,92,Nike,0.9999961853027344
641,29280,275,140,Nike,0.9951292276382446
642,29290,111,77,Nike,0.9999979138374329
643,29290,111,77,Asics,0.9921571016311646
644,29430,427,140,Adidas,0.9994514584541321
645,29440,148,111,Adidas,1.0
646,29780,55,66,NB,0.9809183478355408
647,29780,55,66,Nike,0.9495217800140381
648,29780,55,66,Adidas,0.8886390924453735
649,29780,55,66,Asics,0.8427740931510925
650,29790,89,67,Nike,0.8549748659133911
651,29800,161,67,Nike,0.8490532636642456
652,29800,81,69,Nike,0.976539671421051
653,29810,94,96,Nike,0.9964337348937988
654,29810,179,69,Nike,0.9961232542991638
655,29820,248,72,Nike,0.9777693748474121
656,29820,248,72,Nike,0.9316756129264832
657,29830,286,79,Nike,0.9987021088600159
658,29830,286,79,Nike,0.9848653674125671
659,29840,345,140,NB,0.9992721080780029
660,29840,345,140,Adidas,0.9959981441497803
661,29840,345,140,Nike,0.9682682156562805
662,29850,363,140,Nike,0.998443603515625
663,29860,462,78,Nike,0.9999528527259827
664,29860,462,78,Adidas,0.841537594795227
665,30260,97,66,Adidas,0.999937891960144
666,30260,97,66,Adidas,0.9940742254257202
667,30260,97,66,Nike,0.9485105276107788
668,30270,107,69,NB,0.9634206295013428
669,30270,107,69,Adidas,0.8820217847824097
670,30280,231,71,Adidas,0.9999908208847046
671,30280,231,71,Adidas,0.999987006187439
672,30280,231,71,Adidas,0.9473162293434143
673,30290,291,77,Adidas,0.9998657703399658
674,30290,291,77,Adidas,0.9975460767745972
675,30290,291,77,NB,0.9858238697052002
676,30300,344,140,Adidas,0.9999876022338867
677,30300,344,140,Adidas,0.9998106956481934
678,30310,390,140,Adidas,0.999820351600647
679,30310,390,140,Asics,0.801291823387146
680,30420,431,140,Asics,0.908358097076416
681,30440,301,93,Asics,0.9888061285018921
682,30450,271,140,Asics,0.9738541841506958
683,30470,130,97,Asics,0.9379174709320068
684,30480,102,98,NB,0.9874916076660156
685,30540,160,158,Asics,0.9636114835739136
686,30540,160,158,Asics,0.9358675479888916
687,30540,57,101,NB,0.9782921075820923
688,30840,201,81,Adidas,0.8262262344360352
689,30860,128,76,Nike,0.9651931524276733
690,31080,36,80,Asics,0.9939030408859253
691,31080,36,80,Adidas,0.8685557842254639
692,31080,36,80,NB,0.8192729949951172
693,31220,214,73,Adidas,0.8206197023391724
694,31320,234,127,Asics,0.9195218086242676
695,31430,99,69,Nike,0.8424316644668579
696,32460,41,64,Adidas,0.9341754913330078
697,32460,41,64,Asics,0.8717076182365417
698,32470,111,66,Nike,0.9833811521530151
699,32480,439,140,Nike,0.9922462701797485
700,32880,32,107,Nike,0.8592952489852905
701,33190,354,140,NB,0.9750087261199951
702,33200,142,99,NB,0.9961615800857544
703,33200,142,99,Asics,0.9387432336807251
704,33200,142,99,NB,0.9353398084640503
705,33210,39,91,NB,0.9427356719970703
706,33380,394,140,Asics,0.9842677712440491
707,33380,394,140,Asics,0.8848628997802734
708,33380,394,140,Adidas,0.8702516555786133
709,33390,168,97,Asics,0.9290275573730469
710,34800,431,140,Nike,0.9613454341888428
711,34810,246,140,Nike,0.9964447021484375
712,34820,74,90,Nike,0.929391622543335
