,frame,xcoord,ycoord,brand,conf
713,35090,71,68,Nike,0.8451884388923645
714,35090,71,68,Asics,0.8286263942718506
715,35100,117,68,NB,0.9257516860961914
716,35110,159,69,Adidas,0.9935973286628723
717,35290,266,140,Asics,0.9668254852294922
718,35310,218,140,Nike,0.850466251373291
719,35310,218,140,Asics,0.8388375043869019
720,35550,312,74,Nike,0.9842529296875
721,36250,125,84,NB,0.9791398644447327
722,36290,463,140,Asics,0.9861149787902832
723,36300,263,97,Asics,0.908033013343811
724,36640,221,95,Nike,0.9977681636810303
725,36650,99,81,NB,0.9583574533462524
726,37080,478,233,Asics,0.861964225769043
727,37080,309,140,Nike,0.9989598989486694
728,37090,324,249,Asics,0.9388900995254517
729,37090,199,99,Asics,0.8333096504211426
730,37100,475,235,Asics,0.9385950565338135
731,37100,119,92,Adidas,0.9655942916870117
732,37100,119,92,NB,0.9480133056640625
733,37450,389,140,Asics,0.8768483400344849
734,37570,418,139,NB,0.9965764880180359
735,37580,357,140,Nike,0.9039016366004944
736,37610,220,140,Nike,0.9807442426681519
737,38040,371,140,Nike,0.9999644756317139
738,38040,371,140,Nike,0.8946127891540527
739,38050,260,99,Nike,0.9710894823074341
740,38050,260,99,Nike,0.8920133113861084
741,38060,161,91,Nike,0.9971870183944702
742,38070,93,87,Nike,0.9967052936553955
743,38160,414,139,NB,0.8079332113265991
744,38170,361,140,Asics,0.8750094175338745
745,38180,324,249,Asics,0.9227998852729797
746,38320,127,62,Adidas,0.8792659044265747
747,38720,58,73,NB,0.9522916078567505
748,38790,274,47,Nike,0.9490036964416504
749,38940,449,92,Asics,0.907315194606781
750,38950,179,81,Nike,0.8291411995887756
751,39900,128,67,Nike,0.9764177203178406
752,40130,76,66,Asics,0.9887611865997314
753,40140,104,67,Nike,0.8248865604400635
754,40160,245,70,Asics,0.9991196393966675
755,40160,245,70,Adidas,0.997124433517456
756,40190,444,75,Asics,0.9675067067146301
757,40190,444,75,Adidas,0.9641560316085815
758,40480,39,64,Nike,0.9739575386047363
759,40490,50,65,Asics,0.8057891130447388
760,40530,124,68,Adidas,0.9585161209106445
761,40550,231,70,Adidas,0.9489990472793579
762,40560,283,74,Adidas,0.8764306306838989
763,40730,446,140,Asics,0.9917253255844116
764,40730,446,140,Adidas,0.8434817790985107
765,40750,248,140,Adidas,0.8431028127670288
766,40760,157,86,Asics,0.872959315776825
767,41300,146,76,Asics,0.9857422113418579
768,41800,376,140,Adidas,0.9979969263076782
769,41810,287,140,Adidas,0.9987919330596924
770,41820,247,140,Adidas,0.989482581615448
771,41820,247,140,Adidas,0.9811288118362427
772,41820,247,140,Asics,0.8178024291992188
773,41820,105,93,Adidas,0.9999992251396179
774,41830,74,93,Adidas,0.9963171482086182
775,41950,284,95,Asics,0.9434444904327393
776,41970,122,50,Nike,0.9223424196243286
777,42420,367,140,Nike,0.9988926649093628
778,42500,107,112,NB,0.9978420734405518
779,42620,164,87,Asics,0.8834677934646606
780,42660,40,173,Asics,0.8863027095794678
781,42700,227,107,Asics,0.8422499895095825
782,42700,227,107,Asics,0.8132617473602295
783,42700,60,98,Nike,0.9705308079719543
784,42910,267,74,Asics,0.9814107418060303
785,42970,328,140,NB,0.8386155366897583
786,42980,283,92,Adidas,0.9435716271400452
787,42980,283,92,NB,0.8581045866012573
788,43050,374,140,Nike,0.9134745597839355
789,43060,240,85,Asics,0.8881298303604126
790,43060,240,85,NB,0.8423506617546082
791,43070,141,79,Asics,0.9880290031433105
792,43080,80,70,Nike,0.9627543687820435
793,43180,322,96,Nike,0.9999995231628418
794,43180,214,93,Nike,0.8708189129829407
795,43180,214,93,Adidas,0.8114774227142334
796,43190,164,91,NB,0.9685482382774353
797,43250,302,80,NB,0.8515746593475342
798,43260,130,74,NB,0.9222007989883423
799,43260,130,74,Nike,0.9219061136245728
800,44310,200,102,Adidas,0.9666635990142822
801,44860,327,79,Nike,0.9020968675613403
802,44870,324,249,Asics,0.889557957649231
803,44910,333,140,Asics,0.9978115558624268
804,44910,333,140,Asics,0.9748542308807373
805,44910,333,140,Nike,0.8686178922653198
806,44920,83,97,Asics,0.9772516489028931
807,44920,83,97,Adidas,0.8052268028259277
808,45080,323,249,Asics,0.9553573131561279
809,45110,209,74,Nike,0.9748624563217163
810,45190,294,140,NB,0.8490313291549683
811,45200,109,96,Asics,0.9817221164703369
812,45200,109,96,Asics,0.8823429346084595
813,45250,171,69,Asics,0.9882052540779114
814,45480,449,93,Asics,0.9388302564620972
815,45500,461,92,NB,0.9476736187934875
816,45500,72,104,Asics,0.9211527109146118
817,45510,316,53,Adidas,0.9263458251953125
818,45550,324,249,Asics,0.8942458629608154
819,45560,68,64,Asics,0.8515648245811462
820,45570,323,249,Asics,0.8172354698181152
821,45590,138,65,Adidas,0.9099419116973877
822,45600,175,66,Adidas,0.9940544366836548
823,45620,324,249,Asics,0.9715856909751892
824,45690,394,140,Adidas,0.9534392356872559
825,45700,98,104,Asics,0.8423415422439575
826,45710,50,78,Asics,0.8615890741348267
827,45760,414,140,NB,0.9973874688148499
828,45760,414,140,NB,0.932137131690979
829,45760,414,140,Nike,0.8021820187568665
830,45760,277,73,Adidas,0.9991666078567505
831,45770,185,97,NB,0.9799638390541077
832,45770,185,97,Adidas,0.9471415281295776
833,45770,185,97,Asics,0.8327041268348694
834,45930,323,249,Asics,0.9772577285766602
835,45930,47,64,Nike,0.9996339082717896
836,45950,324,249,Asics,0.9811500310897827
837,45950,164,67,Nike,0.9996191263198853
838,45960,225,67,Nike,0.9993994235992432
839,45960,225,67,Adidas,0.9701465368270874
840,45960,225,67,NB,0.8463117480278015
841,45970,308,70,Nike,0.9843448400497437
842,45990,468,70,Nike,0.9999943971633911
843,46090,170,95,Asics,0.975516140460968
844,46100,104,84,NB,0.9809908866882324
845,46100,104,84,Asics,0.8253601789474487
846,46110,467,237,Asics,0.8490121364593506
847,46110,57,73,Asics,0.8183979988098145
848,46150,472,51,Nike,0.9869160652160645
849,46170,391,140,Nike,0.998105525970459
850,46180,233,88,Nike,0.9999866485595703
851,46180,233,88,NB,0.8241613507270813
852,46190,34,98,Nike,0.9381457567214966
853,46190,350,59,Nike,0.8820038437843323
854,46200,384,140,Asics,0.9741953611373901
855,46210,331,140,Asics,0.93729567527771
856,46240,324,249,Asics,0.9748435020446777
857,46250,324,249,Asics,0.9978203177452087
858,46420,323,249,Asics,0.8951427340507507
859,46420,417,83,Nike,0.9079349637031555
860,46430,239,80,Nike,0.9999721050262451
861,46430,239,80,Asics,0.8187333941459656
862,46440,90,74,Nike,0.990501880645752
863,46470,238,72,Adidas,0.9836642146110535
864,46490,468,237,Asics,0.8168779611587524
865,46560,409,140,NB,0.9160931706428528
866,46570,358,95,Nike,0.9611176252365112
867,46570,358,95,NB,0.8289585709571838
868,46580,281,94,Nike,0.9997141361236572
869,46590,201,93,Nike,0.9244908094406128
870,46590,201,93,Asics,0.8756183385848999
871,46600,124,86,Nike,0.9237542152404785
872,46620,324,249,Asics,0.8456591963768005
873,46620,72,75,Nike,0.9948092103004456
874,46620,72,75,Nike,0.9504019021987915
875,46630,432,140,Nike,0.8355616331100464
876,46640,387,140,Asics,0.9966466426849365
877,46660,104,96,Asics,0.9778926968574524
878,46750,323,250,Asics,0.9000203013420105
879,46750,323,250,Nike,0.8108229637145996
880,46760,324,249,Asics,0.8803380727767944
881,47110,467,237,Asics,0.8599299788475037
882,47110,308,91,Adidas,0.9823428392410278
883,47110,186,84,Adidas,0.8168042898178101
884,47230,381,140,NB,0.8528347015380859
885,47240,237,91,NB,0.9512680768966675
886,47250,126,84,NB,0.9485608339309692
887,47260,152,112,Asics,0.9489697217941284
888,47270,104,114,Asics,0.9985949993133545
889,47270,104,114,Nike,0.801608681678772
890,47380,324,249,Asics,0.893802285194397
891,47570,390,84,NB,0.9946115016937256
892,47570,390,84,NB,0.9913833141326904
893,47580,246,74,Adidas,0.9445667266845703
894,47580,246,74,Adidas,0.921948254108429
895,47590,324,248,Asics,0.8896843194961548
896,47600,50,67,Asics,0.8050322532653809
897,47610,228,197,Nike,0.9091368317604065
898,47640,250,140,Asics,0.9281762838363647
899,47640,250,140,Asics,0.9199926257133484
900,47650,144,120,Asics,0.9580116271972656
901,47740,468,238,Asics,0.9134745597839355
902,47750,468,238,Asics,0.9213115572929382
903,47760,131,206,Adidas,0.8023542165756226
904,47800,77,253,Asics,0.9508031606674194
905,47820,384,224,Asics,0.8459944725036621
906,47830,465,236,Asics,0.9478493928909302
907,47870,25,250,Asics,0.9824612140655518
908,47910,482,79,Asics,0.849276065826416
909,47930,250,140,Adidas,0.999970555305481
910,47980,481,80,Asics,0.9566318988800049
911,48010,250,140,NB,0.9997968673706055
912,48010,250,140,NB,0.991083025932312
913,48010,250,140,Nike,0.8630521297454834
914,48020,250,140,NB,0.9996088147163391
915,48020,250,140,Asics,0.9821571111679077
916,48020,250,140,Adidas,0.894553005695343
917,48020,250,140,Asics,0.8333421945571899
918,48070,250,140,NB,0.9061682820320129
919,48480,250,140,Asics,0.9732814431190491
920,48490,250,140,Nike,0.9418026208877563
921,48500,250,140,Nike,0.8836724758148193
922,48920,250,140,Nike,0.8860927820205688
923,48930,250,140,Asics,0.9251811504364014
924,50100,250,140,Adidas,0.9987416863441467
925,50110,250,140,Adidas,0.9958305358886719
926,50110,250,140,Adidas,0.9119048714637756
927,50120,250,140,Adidas,0.9992403984069824
928,50240,250,140,Asics,0.9615920782089233
929,50270,250,140,Nike,0.9498071074485779
930,50270,250,140,Nike,0.9468423128128052
931,50280,250,140,Nike,0.9996349811553955
932,50550,250,140,NB,0.9428950548171997
933,50550,250,140,NB,0.8384881019592285
934,50580,250,140,Adidas,0.9790562391281128
935,50650,250,140,NB,0.9970124959945679
936,50660,250,140,Asics,0.8067536354064941
937,50690,250,140,Adidas,0.9396952390670776
938,50790,250,140,Adidas,0.9507321715354919
939,52160,250,140,Nike,0.9951685070991516
940,52530,250,140,Nike,0.9646139144897461
941,52540,250,140,Nike,0.9641388654708862
942,53130,250,140,NB,0.9771860837936401
943,53130,250,140,NB,0.9767327308654785
944,53140,250,140,NB,0.978083610534668
945,53140,250,140,NB,0.9593862295150757
946,53500,250,140,NB,0.9983407258987427
947,53500,250,140,NB,0.9938241243362427
948,53510,250,140,NB,0.9999807476997375
949,53510,250,140,NB,0.9895135164260864
950,53520,250,140,NB,0.9999805688858032
951,53530,250,140,Adidas,0.9996156692504883
952,54090,250,140,Nike,0.9999203681945801
953,54200,250,140,Nike,0.9836220741271973
954,54200,250,140,Asics,0.9680486917495728
955,54870,250,140,Nike,0.9982643127441406
956,54880,250,140,Asics,0.9632810950279236
957,54880,250,140,Asics,0.9241958260536194
958,54880,250,140,NB,0.9084665775299072
959,54890,250,140,Asics,0.9849713444709778
960,54890,250,140,Asics,0.9642571210861206
961,54890,250,140,Nike,0.8134950399398804
962,55060,250,140,Nike,0.9487838745117188
963,55080,250,140,Nike,0.9999688863754272
964,55090,250,140,Nike,0.8495559692382812
965,55100,250,140,Nike,0.954956591129303
966,55100,250,140,Asics,0.8343077898025513
967,56740,250,140,Asics,0.9307928085327148
968,56740,250,140,Asics,0.9261454343795776
969,56750,250,140,Asics,0.9885069131851196
970,57390,250,140,Nike,0.942184329032898
971,57410,250,140,Nike,0.9827779531478882
972,57410,250,140,Asics,0.8395354151725769
973,57420,250,140,Nike,0.9949381351470947
974,57440,250,140,NB,0.9999979734420776
975,57440,250,140,NB,0.9897626042366028
976,57440,250,140,Nike,0.8928323984146118
977,57450,250,140,Nike,0.8607953786849976
978,57670,250,140,Adidas,0.9836289286613464
979,57680,250,140,Nike,0.8888609409332275
980,57690,250,140,Nike,0.9251770377159119
981,57690,250,140,Adidas,0.9126148819923401
982,57690,250,140,Adidas,0.8873780369758606
983,57890,250,140,Nike,0.9835799932479858
984,58570,250,140,Asics,0.9530794024467468
985,58580,250,140,Asics,0.8214733600616455
986,58680,250,140,Nike,0.9903724193572998
987,58720,250,140,NB,0.9871933460235596
988,58720,250,140,NB,0.9790213108062744
989,58730,250,140,NB,0.9916985034942627
990,58730,250,140,NB,0.9362051486968994
991,58810,250,140,Nike,0.9988765716552734
992,58950,250,140,Adidas,0.8108264803886414
993,58960,250,140,Asics,0.9124988317489624
994,58970,250,140,Adidas,0.8257635831832886
995,58980,250,140,Asics,0.8101178407669067
996,59620,250,140,Adidas,0.9051460027694702
997,59620,250,140,NB,0.8896886110305786
998,59620,250,140,Adidas,0.8829180598258972
999,59630,250,140,NB,0.9275141358375549
1000,59630,250,140,Adidas,0.802396833896637
1001,59640,250,140,Nike,0.9999946355819702
1002,59640,250,140,NB,0.9773833155632019
1003,59650,250,140,Nike,0.9996775984764099
1004,59660,250,140,Adidas,0.9926753044128418
1005,59660,250,140,NB,0.9839633107185364
1006,59670,250,140,Nike,0.9096984267234802
1007,59680,250,140,Adidas,0.8247555494308472
1008,59690,250,140,Nike,0.999126672744751
1009,59700,250,140,Nike,0.8744230270385742
1010,60010,250,140,Nike,0.8124252557754517
1011,61280,250,140,NB,0.936355710029602
1012,62310,250,140,Adidas,0.9415614008903503
1013,62570,250,140,Adidas,0.9993622303009033
1014,62580,250,140,Adidas,0.9606016278266907
1015,62710,250,140,Adidas,0.949457049369812
1016,62880,250,140,NB,0.9975686073303223
1017,62880,250,140,Nike,0.9419503211975098
1018,63010,54,25,Asics,0.8372073173522949
1019,63380,250,140,Adidas,0.9946526288986206
1020,63390,250,140,Adidas,0.9986802339553833
1021,63390,250,140,Adidas,0.8105754852294922
1022,63400,250,140,Adidas,0.9994677901268005
1023,63400,250,140,Adidas,0.9815356731414795
1024,63410,250,140,Adidas,0.9879364967346191
1025,63420,250,140,Adidas,0.9276371598243713
1026,63430,250,140,NB,0.934968113899231
1027,63430,250,140,Nike,0.8197008371353149
1028,63440,250,140,Adidas,0.9976730942726135
1029,63450,250,140,Adidas,0.9928120374679565
1030,63450,250,140,Nike,0.9858375191688538
1031,63450,250,140,Nike,0.9793248772621155
1032,63450,250,140,Nike,0.90034019947052
1033,63660,250,140,Nike,0.9989675283432007
1034,63670,250,140,Nike,0.9880448579788208
1035,63900,250,140,Adidas,0.9309608936309814
1036,63920,250,140,Adidas,0.9995203018188477
1037,63930,250,140,Adidas,0.9988346099853516
1038,63930,250,140,Adidas,0.9931311011314392
1039,64030,250,140,Nike,0.9306331872940063
1040,64040,250,140,Nike,0.9305859208106995
1041,64040,250,140,Nike,0.8719573020935059
1042,64050,250,140,Asics,0.8991700410842896
1043,64720,250,140,NB,0.8471547365188599
1044,64740,250,140,Adidas,0.9979496002197266
1045,64740,250,140,Adidas,0.9977577328681946
1046,65660,250,140,NB,0.8705387115478516
1047,65670,250,140,Nike,0.8594706058502197
1048,66420,250,140,NB,0.9998877048492432
1049,66430,250,140,NB,0.9547134637832642
1050,66440,250,140,Nike,0.9924989938735962
1051,66440,250,140,NB,0.8821946382522583
1052,66450,250,140,Nike,0.9263162612915039
1053,66470,250,140,Nike,0.9976215362548828
1054,66470,250,140,Nike,0.8183861970901489
1055,66530,250,140,Nike,0.9117687940597534
1056,66530,250,140,Nike,0.8878709077835083
1057,66540,250,140,Nike,0.9921324253082275
1058,66540,250,140,Asics,0.9566556811332703
1059,66550,250,140,NB,0.9592647552490234
1060,66550,250,140,Nike,0.9389075040817261
1061,66560,250,140,Nike,0.8358856439590454
1062,66770,250,140,Asics,0.82386314868927
1063,66800,200,255,Asics,0.8295205235481262
1064,66810,16,215,Asics,0.9920176863670349
1065,66860,17,214,Asics,0.8928311467170715
1066,66950,17,214,Asics,0.9089928865432739
1067,66970,17,214,Asics,0.8230687379837036
1068,67020,17,215,Asics,0.9455417990684509
1069,67030,17,214,Asics,0.8275291919708252
1070,67070,17,214,Asics,0.9395279288291931
1071,67070,17,214,Asics,0.9130199551582336
1072,67080,17,214,Asics,0.9120770692825317
1073,67090,17,214,Asics,0.9142711758613586
1074,67170,17,215,Asics,0.9957399368286133
1075,67170,17,215,Asics,0.8033088445663452
1076,67190,17,214,Asics,0.9963040351867676
1077,67210,250,140,Adidas,0.8562427163124084
1078,67220,250,140,Adidas,0.9394242763519287
1079,67250,76,255,Asics,0.9143131971359253
1080,67260,250,140,Nike,0.9983720779418945
1081,67270,216,140,Nike,0.9478342533111572
1082,67270,216,140,Asics,0.9204213619232178
1083,67280,250,140,Adidas,0.9225386381149292
1084,67280,250,140,Asics,0.871324896812439
1085,67280,250,140,Asics,0.8063163757324219
1086,67290,250,140,Nike,0.9986528754234314
1087,67300,250,140,Nike,0.9939165115356445
1088,67310,16,215,Asics,0.9648534059524536
1089,67320,16,215,Asics,0.9527300596237183
1090,67330,16,215,Asics,0.984173059463501
1091,67330,16,215,Asics,0.9179550409317017
1092,67360,250,140,Nike,0.857782244682312
1093,67370,250,140,Asics,0.983425498008728
1094,67370,250,140,Nike,0.842754065990448
1095,67380,17,214,Asics,0.8040319681167603
1096,67380,250,140,Nike,0.9099346995353699
1097,67400,16,215,Asics,0.8419460654258728
1098,67410,17,214,Asics,0.953632116317749
1099,67410,17,214,Asics,0.9063619375228882
1100,67470,250,140,NB,0.9926704168319702
1101,67480,135,26,Asics,0.8586359024047852
1102,67480,250,140,NB,0.9943873286247253
1103,67480,250,140,NB,0.9777618646621704
1104,67490,182,140,NB,0.9993404150009155
1105,67490,182,140,NB,0.8580669164657593
1106,67510,250,140,NB,0.9681037068367004
1107,67570,250,140,Nike,0.9977450370788574
1108,67580,250,140,Nike,0.9917117953300476
1109,67580,250,140,Nike,0.9795598983764648
1110,67590,250,140,Nike,0.9946492314338684
1111,67600,250,140,Nike,0.9996017813682556
1112,67610,250,140,Nike,0.9964218139648438
1113,67610,250,140,Nike,0.9077425003051758
1114,67630,136,76,Nike,0.9631012082099915
1115,67640,250,140,Adidas,0.8992846608161926
1116,68380,250,140,Nike,0.9827025532722473
1117,68410,420,97,Asics,0.9826062321662903
1118,68410,420,97,Asics,0.8888709545135498
1119,68490,133,68,NB,0.9966373443603516
1120,68490,133,68,Adidas,0.9023622870445251
1121,68510,298,162,Adidas,0.8874179124832153
1122,68510,134,70,NB,0.991391658782959
1123,68510,134,70,NB,0.86927330493927
1124,68520,134,71,NB,0.9807661771774292
1125,68520,134,71,Adidas,0.9790159463882446
1126,68570,250,140,Asics,0.8205496072769165
1127,68670,71,187,Asics,0.8764700889587402
1128,68680,66,185,Asics,0.8338147401809692
1129,68680,247,88,Nike,0.9440613389015198
1130,68680,247,88,Nike,0.8729406595230103
1131,68690,66,185,Asics,0.9460760354995728
1132,68710,76,254,Asics,0.8183778524398804
1133,68730,250,140,Asics,0.8347553014755249
1134,68850,420,96,Asics,0.9234907627105713
1135,68850,64,19,Asics,0.9291337728500366
1136,68900,420,96,Asics,0.8454282879829407
1137,69130,250,140,NB,0.8740099668502808
1138,69140,64,183,Asics,0.8549529314041138
1139,69330,420,96,Nike,0.9336739778518677
1140,69340,420,96,Nike,0.9009284973144531
1141,69430,76,254,Asics,0.9290621280670166
1142,69440,250,140,Adidas,0.9969010353088379
1143,69450,184,140,Nike,0.9926813840866089
1144,69450,184,140,Asics,0.8970446586608887
1145,69470,480,82,NB,0.8502934575080872
1146,69470,480,82,Asics,0.8481853008270264
1147,69470,250,140,Nike,0.9620800018310547
1148,69480,250,140,Nike,0.8649289608001709
1149,69520,77,253,Asics,0.9249441027641296
1150,69530,78,253,Asics,0.8652520179748535
1151,69570,373,140,NB,0.968026876449585
1152,69580,250,140,NB,0.8597884178161621
1153,69630,479,83,NB,0.8421785831451416
1154,69640,65,183,Asics,0.883644700050354
1155,69650,65,183,Asics,0.801683783531189
1156,69660,79,253,Asics,0.87251877784729
1157,69660,480,82,Asics,0.8938994407653809
1158,69700,79,253,Asics,0.8879361152648926
1159,69700,79,253,Asics,0.8416194319725037
1160,69720,65,183,Nike,0.8233828544616699
1161,69750,199,256,Asics,0.9426256418228149
1162,69750,199,256,Asics,0.9122211933135986
1163,69750,199,256,Asics,0.8322734832763672
1164,69750,362,140,NB,0.9893506169319153
1165,69760,214,140,NB,0.9783756136894226
1166,69790,76,254,Asics,0.9840551614761353
1167,69790,59,179,Asics,0.9274767637252808
1168,69800,250,140,Nike,0.9515295624732971
1169,69800,250,140,Adidas,0.9251037836074829
1170,69800,250,140,NB,0.898532509803772
1171,69810,77,254,Asics,0.9697012901306152
1172,69820,86,111,Nike,0.9995895624160767
1173,69860,77,253,Asics,0.9761109352111816
1174,69860,64,183,Asics,0.9352667331695557
1175,69890,64,183,Nike,0.9967113733291626
1176,69920,64,183,Nike,0.8419601917266846
1177,69930,59,179,Asics,0.9206346273422241
1178,69930,479,83,Asics,0.8250619173049927
1179,69960,250,140,NB,0.9628884792327881
1180,69990,199,255,Asics,0.9623430967330933
1181,69990,260,249,Asics,0.8792444467544556
1182,69990,191,120,Asics,0.8668062090873718
1183,69990,191,120,Asics,0.8369750380516052
1184,70000,118,140,Asics,0.8471888899803162
1185,70010,76,254,Asics,0.9065766334533691
1186,70010,76,254,Asics,0.8312134146690369
1187,70020,77,254,Asics,0.9476258158683777
1188,70030,77,254,Asics,0.9715403318405151
1189,70030,65,183,Asics,0.8004764318466187
1190,70040,77,254,Asics,0.9933546781539917
1191,70050,59,179,Asics,0.8964011669158936
1192,70060,77,253,Asics,0.9023804664611816
1193,70060,59,179,Asics,0.812419056892395
1194,70080,77,253,Asics,0.8073606491088867
1195,70090,77,253,Asics,0.9426772594451904
1196,70090,59,179,Asics,0.9720430374145508
1197,70090,59,179,Asics,0.9161229133605957
1198,70100,59,179,Asics,0.8953801393508911
1199,70110,77,253,Asics,0.8618900179862976
1200,70110,266,237,Asics,0.8389194011688232
1201,70120,77,253,Asics,0.8688095211982727
1202,70120,266,237,Asics,0.8919644355773926
1203,70120,59,179,Asics,0.840285062789917
1204,70130,266,237,Asics,0.8770346641540527
1205,70130,59,179,Asics,0.8765274286270142
1206,70140,77,253,Asics,0.8549062013626099
1207,70170,77,254,Asics,0.9636080265045166
1208,70170,77,254,Asics,0.9590400457382202
1209,70170,77,254,Asics,0.869124174118042
1210,70180,77,254,Asics,0.9548995494842529
1211,70180,59,179,Asics,0.8294154405593872
1212,70190,77,254,Asics,0.958549976348877
1213,70190,77,254,Asics,0.8666497468948364
1214,70190,59,179,Asics,0.8959687948226929
1215,70210,77,254,Asics,0.9821608662605286
1216,70220,77,254,Asics,0.96490478515625
1217,70220,77,254,Asics,0.9179584383964539
1218,70220,59,179,Asics,0.9495431780815125
1219,70230,76,254,Asics,0.9958916902542114
1220,70230,259,247,Asics,0.9365206956863403
1221,70240,76,254,Asics,0.9586440324783325
1222,70240,76,254,Asics,0.8848207592964172
1223,70250,77,254,Asics,0.9943103790283203
1224,70250,77,254,Asics,0.9039308428764343
1225,70250,259,247,Asics,0.9643831849098206
1226,70260,76,254,Asics,0.8783713579177856
1227,70290,76,254,Asics,0.8968421220779419
1228,70310,260,248,NB,0.8055703043937683
1229,70340,82,69,Adidas,0.9999991655349731
1230,70360,144,140,Nike,0.9411090612411499
1231,70370,154,140,Adidas,0.957945704460144
1232,70380,201,140,Adidas,0.9937681555747986
1233,70390,199,255,Asics,0.8515770435333252
1234,70390,259,249,Asics,0.8868963718414307
1235,70390,209,120,Adidas,0.9999895691871643
1236,70390,209,120,Adidas,0.9924832582473755
1237,70400,199,255,Asics,0.8486053943634033
1238,70400,199,255,Asics,0.8460158705711365
1239,70400,199,255,Asics,0.818423867225647
1240,70400,263,120,Adidas,0.9993440508842468
1241,70400,263,120,NB,0.8774545192718506
1242,70400,263,120,Adidas,0.8021235466003418
1243,70410,76,254,Asics,0.9419815540313721
1244,70410,76,254,Asics,0.8484647274017334
1245,70410,269,140,Adidas,0.9999842643737793
1246,70410,269,140,Adidas,0.975996732711792
1247,70420,304,140,Adidas,0.9999309778213501
1248,70420,304,140,Adidas,0.9993124008178711
1249,70430,199,255,Asics,0.9880750775337219
1250,70430,199,255,Asics,0.8974063396453857
1251,70430,399,155,Adidas,0.9994466304779053
1252,70450,259,249,Asics,0.9312270283699036
1253,70510,260,249,Asics,0.8989802598953247
1254,70540,128,181,Adidas,0.8412355184555054
1255,70550,198,255,Asics,0.8004483580589294
1256,70550,356,140,Asics,0.9998027086257935
1257,70550,356,140,Nike,0.9968855381011963
1258,70550,356,140,Asics,0.9358658790588379
1259,70570,199,255,Asics,0.9480494260787964
1260,70570,199,255,Asics,0.8613110780715942
1261,70570,199,255,Asics,0.8612542152404785
1262,70570,199,255,Asics,0.8547933101654053
1263,70570,152,109,Asics,0.9022499322891235
1264,70590,50,78,NB,0.9564602375030518
1265,70630,77,66,Asics,0.9330119490623474
1266,70640,260,250,Nike,0.8093515634536743
1267,70640,88,66,Asics,0.9003623723983765
1268,70650,112,70,NB,0.9956440329551697
1269,70650,112,70,Asics,0.8841545581817627
1270,70660,199,255,Asics,0.8709676861763
1271,70660,199,255,Asics,0.8487858772277832
1272,70660,185,120,Asics,0.9339796304702759
1273,70680,199,255,Asics,0.91493821144104
1274,70680,199,255,Asics,0.82487952709198
1275,70680,61,149,Asics,0.8584492802619934
1276,70680,320,80,Adidas,0.8688540458679199
1277,70690,199,255,Asics,0.9421824216842651
1278,70690,199,255,Asics,0.9032911062240601
1279,70700,271,122,Asics,0.9906970858573914
1280,70710,199,255,Asics,0.8842817544937134
1281,70710,147,109,Asics,0.9453200101852417
1282,70710,147,109,Adidas,0.8723154067993164
1283,70720,73,74,Asics,0.9369555115699768
1284,70740,199,255,Asics,0.9930415153503418
1285,70740,199,255,Asics,0.8675333261489868
1286,70740,199,255,Asics,0.8585575222969055
1287,70740,153,188,Nike,0.9800216555595398
1288,70750,199,255,Asics,0.869895339012146
1289,70780,199,255,Asics,0.9420045018196106
1290,70780,199,255,Asics,0.9017372131347656
1291,70790,199,255,Asics,0.964055061340332
1292,70790,199,255,Asics,0.8784395456314087
1293,70810,199,255,Asics,0.8197038173675537
1294,70820,199,255,Asics,0.8912734389305115
1295,70830,199,255,Asics,0.8989545106887817
1296,70830,199,255,Asics,0.8526256680488586
1297,70850,199,255,Asics,0.9689732789993286
1298,70850,199,255,Asics,0.8127586841583252
1299,70870,199,255,Asics,0.856442928314209
1300,70890,199,255,Asics,0.9516875743865967
1301,70900,199,255,Nike,0.8360388278961182
1302,70910,77,253,Asics,0.9090234041213989
1303,70920,56,151,Nike,0.8867695331573486
1304,70920,235,105,Nike,0.9021573066711426
1305,70930,324,248,Asics,0.8439173698425293
1306,70950,199,255,Asics,0.9611530303955078
1307,70960,199,255,Asics,0.9583855867385864
1308,70970,199,255,Asics,0.896019697189331
1309,70970,199,255,Asics,0.8703446388244629
1310,70970,199,255,Asics,0.8372936248779297
1311,70970,199,255,Asics,0.8058665990829468
1312,70980,199,255,Asics,0.9534273147583008
1313,70990,199,255,Asics,0.8665258884429932
1314,71000,199,255,Asics,0.8832744359970093
1315,71000,199,255,Asics,0.800018846988678
1316,71000,153,188,Nike,0.913657546043396
1317,71010,199,255,Asics,0.9665697813034058
1318,71010,128,181,Nike,0.8649166226387024
1319,71020,198,255,Asics,0.8574186563491821
1320,71030,467,239,Asics,0.9460951089859009
1321,71030,254,120,Nike,0.9997806549072266
1322,71040,200,256,Asics,0.9988006949424744
1323,71040,200,256,Asics,0.9639574289321899
1324,71040,200,256,Asics,0.9386593103408813
1325,71040,200,256,Asics,0.9127981066703796
1326,71040,200,256,Asics,0.8189557790756226
1327,71050,199,255,Asics,0.9237744212150574
1328,71050,199,255,Asics,0.9054886102676392
1329,71060,199,255,Asics,0.803903341293335
1330,71060,199,255,Asics,0.8033970594406128
1331,71060,108,110,Nike,0.9786629676818848
1332,71070,199,255,Asics,0.8476505279541016
1333,71070,73,109,Nike,0.9994794130325317
1334,71080,22,74,Nike,0.816978394985199
